"headword"	"type"	"comment"	"number"	"verses"
"Simon, Simonis"	""	""	"21:15"	"la : Cum ergo prandissent, dicit Simoni Petro Iesus: “ Simon Ioannis, diligis me plus his? ”. Dicit ei: “ Etiam, Domine, tu scis quia amo te ”. Dicit ei: “ Pasce agnos meos ”.
en: When they had finished breakfast, Jesus said to Simon Peter, ""Simon, son of John, do you love me more than these?"" He said to him, ""Yes, Lord, you know that I love you."" He said to him, ""Feed my lambs."
"Simon, Simonis"	""	""	"21:17"	"la : Dicit ei tertio: “ Simon Ioannis, amas me? ”. Contristatus est Petrus quia dixit ei tertio: “ Amas me? ”, et dicit ei: “ Domine, tu omnia scis, tu cognoscis quia amo te ”. Dicit ei: “ Pasce oves meas.
en: He said to him the third time, ""Simon, son of John, do you love me?"" Peter was distressed that he had said to him a third time, ""Do you love me?"" and he said to him, ""Lord, you know everything; you know that I love you."" (Jesus) said to him, ""Feed my sheep."
"abeo, abire, abivi(ii), abitus"	""	""	"4:3"	"la : reliquit Iudaeam et abiit iterum in Galilaeam.
en: he left Judea and returned to Galilee."
"abeo, abire, abivi(ii), abitus"	""	""	"4:8"	"la : discipuli enim eius abierant in civitatem, ut cibos emerent.
en: His disciples had gone into the town to buy food."
"abeo, abire, abivi(ii), abitus"	""	""	"4:28"	"la : Reliquit ergo hydriam suam mulier et abiit in civitatem et dicit illis hominibus:
en: The woman left her water jar and went into the town and said to the people,"
"abeo, abire, abivi(ii), abitus"	""	""	"6:1"	"la : Post haec abiit Iesus trans mare Galilaeae, quod est Tiberiadis.
en: After this, Jesus went across the Sea of Galilee (of Tiberias)."
"abeo, abire, abivi(ii), abitus"	""	""	"6:67"	"la : Dixit ergo Iesus ad Duodecim: “ Numquid et vos vultis abire? ”.
en: Jesus then said to the Twelve, ""Do you also want to leave?"
"abeo, abire, abivi(ii), abitus"	""	""	"9:7"	"la : et dixit ei: “ Vade, lava in natatoria Siloae! ” — quod interpretatur Missus C. Abiit ergo et lavit et venit videns.
en: and said to him, ""Go wash in the Pool of Siloam"" (which means Sent). So he went and washed, and came back able to see."
"abeo, abire, abivi(ii), abitus"	""	""	"9:11"	"la : Respondit ille: “ Homo, qui dicitur Iesus, lutum fecit et unxit oculos meos et dixit mihi: “Vade ad Siloam et lava! “. Abii ergo et lavi et vidi ”.
en: He replied, ""The man called Jesus made clay and anointed my eyes and told me, 'Go to Siloam and wash.' So I went there and washed and was able to see."
"abeo, abire, abivi(ii), abitus"	""	""	"11:28"	"la : Et cum haec dixisset, abiit et vocavit Mariam sororem suam silentio dicens: “ Magister adest et vocat te ”.
en: When she had said this, she went and called her sister Mary secretly, saying, ""The teacher is here and is asking for you."
"abeo, abire, abivi(ii), abitus"	""	""	"11:54"	"la : Iesus ergo iam non in palam ambulabat apud Iudaeos, sed abiit inde in regionem iuxta desertum, in civitatem, quae dicitur Ephraim, et ibi morabatur cum discipulis.
en: So Jesus no longer walked about in public among the Jews, but he left for the region near the desert, to a town called Ephraim, and there he remained with his disciples."
"abeo, abire, abivi(ii), abitus"	""	""	"14:3"	"la : Et si abiero et praeparavero vobis locum, iterum venio et accipiam vos ad meipsum, ut, ubi sum ego, et vos sitis.
en: And if I go and prepare a place for you, I will come back again and take you to myself, so that where I am you also may be."
"pecco, peccare, peccavi, peccatus"	""	""	"1:29"	"la : Altera die videt Iesum venientem ad se et ait: “ Ecce agnus Dei, qui tollit peccatum mundi.
en: The next day he saw Jesus coming toward him and said, ""Behold, the Lamb of God, who takes away the sin of the world."
"pecco, peccare, peccavi, peccatus"	""	""	"5:14"	"la : Postea invenit eum Iesus in templo et dixit illi: “ Ecce sanus factus es; iam noli peccare, ne deterius tibi aliquid contingat ”.
en: After this Jesus found him in the temple area and said to him, ""Look, you are well; do not sin any more, so that nothing worse may happen to you."
"pecco, peccare, peccavi, peccatus"	""	""	"8:7"	"la : Cum autem perseverarent interrogantes eum, erexit se et dixit eis: “ Qui sine peccato est vestrum, primus in illam lapidem mittat ”;
en: But when they continued asking him, he straightened up and said to them, ""Let the one among you who is without sin be the first to throw a stone at her."
"pecco, peccare, peccavi, peccatus"	""	""	"8:34"	"la : Respondit eis Iesus: “ Amen, amen dico vobis: Omnis, qui facit peccatum, servus est peccati.
en: Jesus answered them, ""Amen, amen, I say to you, everyone who commits sin is a slave of sin."
"pecco, peccare, peccavi, peccatus"	""	""	"9:2"	"la : Et interrogaverunt eum discipuli sui dicentes: “ Rabbi, quis peccavit, hic aut parentes eius, ut caecus nasceretur? ”.
en: His disciples asked him, ""Rabbi, who sinned, this man or his parents, that he was born blind?"
"pecco, peccare, peccavi, peccatus"	""	""	"9:25"	"la : Respondit ergo ille: “ Si peccator est nescio; unum scio quia, caecus cum essem, modo video ”.
en: He replied, ""If he is a sinner, I do not know. One thing I do know is that I was blind and now I see."
"pecco, peccare, peccavi, peccatus"	""	""	"9:41"	"la : Dixit eis Iesus: “ Si caeci essetis, non haberetis peccatum. Nunc vero dicitis: “Videmus!”; peccatum vestrum manet ”.
en: Jesus said to them, ""If you were blind, you would have no sin; but now you are saying, 'We see,' so your sin remains."
"pecco, peccare, peccavi, peccatus"	""	""	"15:22"	"la : Si non venissem et locutus fuissem eis, peccatum non haberent; nunc autem excusationem non habent de peccato suo.
en: If I had not come and spoken to them, they would have no sin; but as it is they have no excuse for their sin."
"pecco, peccare, peccavi, peccatus"	""	""	"16:8"	"la : Et cum venerit ille, arguet mundum de peccato et de iustitia et de iudicio:
en: And when he comes he will convict the world in regard to sin and righteousness and condemnation:"
"pecco, peccare, peccavi, peccatus"	""	""	"16:9"	"la : de peccato quidem, quia non credunt in me;
en: sin, because they do not believe in me;"
