"word"	"headword"	"pos"	"meaning"
"navi"	"navis, navis"	"N"	"ship"
"navicula"	"navicula, naviculae"	"N"	"small ship"
"naviculas"	"navicula, naviculae"	"N"	"small ship"
"navigii"	"navigium, navigi(i)"	"N"	"vessel, ship"
"navigio"	"navigium, navigi(i)"	"N"	"vessel, ship"
"navis"	"navis, navis"	"N"	"ship"
"nazarenum"	"Nazarenus, Nazareni"	"N"	"Christ, the Nazarene"
"nazarenus"	"Nazarenus, Nazareni"	"N"	"Christ, the Nazarene"
"nazareth"	"Nazareth, undeclined"	"N"	"Nazareth"
"ne"	"ne"	"ADV"	"not"
"nec"	"nec"	"CONJ"	"nor, and..not"
"necdum"	"necdum"	"CONJ"	"and/but not yet"
"negavit"	"nego, negare, negavi, negatus"	"V"	"deny, refuse"
"neges"	"nego, negare, negavi, negatus"	"V"	"deny, refuse"
"negotiationis"	"negotiatio, negotiationis"	"N"	"business"
"nemini"	"nemo, neminis"	"N"	"no one, nobody"
"nemo"	"nemo, neminis"	"N"	"no one, nobody"
"nequaquam"	"qu"	"PACK"	"(w/-quam) any, anyone (no pl.) (INDEF) anything"
"neque"	"neque"	"CONJ"	"nor [neque..neque=>neither..nor"
"nesciebam"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nesciebat"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nescimus"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nescio"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nescis"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nescit"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nescitis"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nesciunt"	"nescio, nescire, nescivi, nescitus"	"V"	"not know (how)"
"nicodemus"	"Nicodemus"	"N"	"Nicodemus,  a Pharisee and a member of the Sanhedrin"
"nihil"	"nihil, undeclined"	"N"	"nothing"
"nisi"	"nisi"	"CONJ"	"if not"
"nobis"	"nos, nostri, nostrum"	"PRON"	"we (pl.), us"
"nocte"	"nox, noctis"	"N"	"night [prima nocte => early in the night"
"noli"	"nolo, nolle, nolui, -"	"V"	"be unwilling"
"nolite"	"nolo, nolle, nolui, -"	"V"	"be unwilling"
"nomen"	"nomen, nominis"	"N"	"name, family name"
"nominatim"	"nominatim"	"ADV"	"by name"
"nomine"	"nomen, nominis"	"N"	"name, family name"
"non"	"non"	"ADV"	"not, by no means, no"
"nondum"	"nondum"	"ADV"	"not yet"
"nonne"	"nonne"	"ADV"	"not? (interog, expects the answer ""Yes"")"
"nos"	"nos, nostri, nostrum"	"PRON"	"we (pl.), us"
"nosset"	"nosco, noscere, novi, notus"	"V"	"get to know"
"noster"	"noster, nostra, nostrum"	"ADJ"	"our"
"nosti"	"nosco, noscere, novi, notus"	"V"	"get to know"
"nostra"	"noster, nostra, nostrum"	"ADJ"	"our"
"nostram"	"noster, nostra, nostrum"	"ADJ"	"our"
"nostri"	"nos, nostri, nostrum"	"PRON"	"we (pl.), us"
"nostro"	"noster, nostra, nostrum"	"ADJ"	"our"
"nostrum"	"nos, nostri, nostrum"	"PRON"	"we (pl.), us"
"nota"	"nosco, noscere, novi, notus"	"V"	"get to know"
"notum"	"nosco, noscere, novi, notus"	"V"	"get to know"
"notus"	"nosco, noscere, novi, notus"	"V"	"get to know"
"noverunt"	"nosco, noscere, novi, notus"	"V"	"get to know"
"novi"	"nosco, noscere, novi, notus"	"V"	"get to know"
"novimus"	"nosco, noscere, novi, notus"	"V"	"get to know"
"novissimo"	"novus, nova -um, novior -or -us, novissimus -a -um"	"ADJ"	"new, fresh, young"
"novit"	"nosco, noscere, novi, notus"	"V"	"get to know"
"novum"	"novus, nova -um, novior -or -us, novissimus -a -um"	"ADJ"	"new, fresh, young"
"nox"	"nox, noctis"	"N"	"night [prima nocte => early in the night"
"nudus"	"nudus, nuda, nudum"	"ADJ"	"nude"
"nullam"	"nullus, nulla, nullum (gen -ius)"	"ADJ"	"no"
"nullum"	"nullus, nulla, nullum (gen -ius)"	"ADJ"	"no"
"numero"	"numerus, numeri"	"N"	"number/sum/total/rank"
"nummulariorum"	"nummularius, nummulari(i)"	"N"	"kind of small-change state banker"
"nummularios"	"nummularius, nummulari(i)"	"N"	"kind of small-change state banker"
"numquam"	"numquam"	"ADV"	"never"
"numquid"	"numquid"	"ADV"	"is it possible, surely ... not"
"nunc"	"nunc"	"ADV"	"now, today, at present"
"nuntiavit"	"nuntio, nuntiare, nuntiavi, nuntiatus"	"V"	"announce/report/bring word/give warning"
"nuptiae"	"nuptia, nuptiae"	"N"	"marriage (pl.), nuptials, wedding"
"nuptias"	"nuptia, nuptiae"	"N"	"marriage (pl.), nuptials, wedding"
"obsequium"	"obsequium, obsequi(i)"	"N"	"compliance (act/form/sex/orders)"
"obtulerunt"	"offero, offerre, obtuli, oblatus"	"V"	"offer"
"obviam"	"obvius, obvia, obvium"	"ADJ"	"in the way, easy"
"occulto"	"occulto, occultare, occultavi, occultatus"	"V"	"hide"
"occultus"	"occultus, occulta -um, occultior -or -us, occultissimus -a -um"	"ADJ"	"hidden, secret"
"occurrerat"	"occurro, occurrere, occurri, occursus"	"V"	"run to meet"
"occurrerunt"	"occurro, occurrere, occurri, occursus"	"V"	"run to meet"
"occurrit"	"occurro, occurrere, occucurri, occursus"	"V"	"run to meet"
"octo"	"octo, octavus -a -um, octoni -ae -a, octie(n)s"	"NUM"	" 8 - (CARD answers 'how many')"
"oculi"	"oculus, oculi"	"N"	"eye"
"oculis"	"oculus, oculi"	"N"	"eye"
"oculos"	"oculus, oculi"	"N"	"eye"
"oderunt"	"odi, odisse, osus"	"V"	"hate (PERF form, PRES force), dislike"
"odio"	"odium, odi(i)"	"N"	"hate/hatred/dislike/antipathy"
"odisse"	"odi, odisse, osus"	"V"	"hate (PERF form, PRES force), dislike"
"odit"	"odi, odisse, osus"	"V"	"hate (PERF form, PRES force), dislike"
"odore"	"odor, odoris"	"N"	"scent, odor, aroma, smell"
"offendit"	"offendo, offendere, offendi, offensus"	"V"	"offend, give offense (to)"
"oliveti"	"olivetum, oliveti"	"N"	"olive-yard"
"omne"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"omnem"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"omnes"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"omnia"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"omnibus"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"omnis"	"omnis, omnis, omne"	"ADJ"	"each, every, every one (of a number)"
"opera"	"opus, operis"	"N"	"need"
"operamini"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"operari"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"operaris"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"operatur"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"opere"	"opus, operis"	"N"	"need"
"operemur"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"operibus"	"opus, operis"	"N"	"need"
"operor"	"operor, operari, operatus sum"	"V"	"labor, toil, work"
"oportebat"	"oportet, oportere, oportuit, -"	"V"	"it is right/proper/necessary"
"oportet"	"oportet, oportere, oportuit, -"	"V"	"it is right/proper/necessary"
"opus"	"opus, operis"	"N"	"need"
"ori"	"os, oris"	"N"	"mouth, speech, expression"
"orphanos"	"orphanus, orphani"	"N"	"orphan"
"os"	"os, oris"	"N"	"mouth, speech, expression"
"ostende"	"ostendo, ostendere, ostendi, ostensus"	"V"	"show"
"ostendi"	"ostendo, ostendere, ostendi, ostensus"	"V"	"show"
"ostendis"	"ostendo, ostendere, ostendi, ostensus"	"V"	"show"
"ostendit"	"ostendo, ostendere, ostendi, ostensus"	"V"	"show"
"ostiaria"	"ostiarium, ostiarii"	"N"	"door tax"
"ostiariae"	"ostiarius, ostiaria, ostiarium"	"ADJ"	"of/belonging to door"
"ostiarius"	"ostiarius, ostiarii"	"N"	"porter, doorkeeper"
"ostium"	"ostium, osti(i)"	"N"	"doorway"
"oves"	"ovis, ovis"	"N"	"sheep"
"ovibus"	"ovis, ovis"	"N"	"sheep"
"ovile"	"ovile, ovilis"	"N"	"sheepfold"
"ovili"	"ovile, ovilis"	"N"	"sheepfold"
"ovium"	"ovis, ovis"	"N"	"sheep"
"pacem"	"pax, pacis"	"N"	"peace"
"palam"	"palam"	"ADV"	"openly, publicly"
"palmarum"	"palma, palmae"	"N"	"palm/width of the hand"
"palmes"	"palmes, palmitis"	"N"	"young vine branch/shoot/sprig/sprout"
"palmitem"	"palmes, palmitis"	"N"	"young vine branch/shoot/sprig/sprout"
"palmites"	"palmes, palmitis"	"N"	"young vine branch/shoot/sprig/sprout"
"pane"	"panis, panis"	"N"	"bread"
"panem"	"panis, panis"	"N"	"bread"
"panes"	"panis, panis"	"N"	"bread"
"panibus"	"panis, panis"	"N"	"bread"
"panis"	"panis, panis"	"N"	"bread"
"paraclitum"	"paraclitus, paracliti"	"N"	"advocate, defender, protector, helper, comforter"
"paraclitus"	"paraclitus, paracliti"	"N"	"advocate, defender, protector, helper, comforter"
"parare"	"paro, parare, paravi, paratus"	"V"	"prepare"
"parasceve"	"parasceve, parasceves"	"N"	"day of preparation, day before the Sabbath"
"parascevem"	"parasceve, parasceves"	"N"	"day of preparation, day before the Sabbath"
"paratum"	"paro, parare, paravi, paratus"	"V"	"prepare"
"parentes"	"pareo, parere, parui, paritus"	"V"	"obey, be subject/obedient to"
"parit"	"pario, parere, peperi, partus"	"V"	"bear"
"partem"	"pars, partis"	"N"	"part, region"
"partes"	"pars, partis"	"N"	"part, region"
"partiti"	"partior, partiri, partitus sum"	"V"	"share, divide up, distribute"
"pasce"	"pasco, pascere, pavi, pastus"	"V"	"feed, feed on"
"pascha"	"Pascha, Paschae"	"N"	"Passover"
"paschae"	"Pascha, Paschae"	"N"	"Passover"
"pascua"	"pascuum, pascui"	"N"	"pasture, pasture-land"
"pastor"	"pastor, pastoris"	"N"	"shepherd, herdsman"
"pater"	"pater, patris"	"N"	"father"
"patre"	"pater, patris"	"N"	"father"
"patrem"	"pater, patris"	"N"	"father"
"patres"	"pater, patris"	"N"	"father"
"patria"	"patria, patriae"	"N"	"native land"
"patribus"	"pater, patris"	"N"	"father"
"patris"	"pater, patris"	"N"	"father"
"pauperes"	"pauper, pauperis (gen.), pauperior -or -us, pauperrimus -a -um"	"ADJ"	"poor/meager/unproductive"
"pax"	"pax, pacis"	"N"	"peace"
"peccare"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccata"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccati"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccatis"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccato"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccator"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccatores"	"peccator, peccatoris"	"N"	"sinner"
"peccatum"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"peccavit"	"pecco, peccare, peccavi, peccatus"	"V"	"sin"
"pecora"	"pecus, pecoris"	"N"	"cattle, herd, flock"
"pectus"	"pectus, pectoris"	"N"	"breast, heart"
"pedes"	"pes, pedis"	"N"	"foot"
"pelvem"	"pelvis, pelvis"	"N"	"shallow bowl or basin"
"pepererit"	"pario, parere, peperi, partus"	"V"	"bear"
"per"	"per"	"PREP"	"through (space)"
"percussit"	"percutio, percutere, percussi, percussus"	"V"	"beat, strike"
"perdam"	"perdo, perdere, perdidi, perditus"	"V"	"ruin, destroy"
"perdat"	"perdo, perdere, perdidi, perditus"	"V"	"ruin, destroy"
"perdidi"	"perdo, perdere, perdidi, perditus"	"V"	"ruin, destroy"
"perdit"	"perdo, perdere, perdidi, perditus"	"V"	"ruin, destroy"
"perditionis"	"perditio, perditionis"	"N"	"destruction, ruin, perdition"
"pereat"	"pereo, perire, perivi(ii), peritus"	"V"	"die, pass away"
"perficiam"	"perficio, perficere, perfeci, perfectus"	"V"	"complete, finish"
"perhibe"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibeam"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibebat"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibebit"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibent"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibentis"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibeo"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhiberet"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibes"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibet"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibetis"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibui"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibuisti"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"perhibuit"	"perhibeo, perhibere, perhibui, perhibitus"	"V"	"present, give, bestow"
"peribunt"	"pereo, perire, perivi(ii), peritus"	"V"	"die, pass away"
"periit"	"pereo, perire, perivi(ii), peritus"	"V"	"die, pass away"
"perit"	"pereo, perire, perivi(ii), peritus"	"V"	"die, pass away"
"permanet"	"permaneo, permanere, permansi, permansus"	"V"	"last, continue"
"permisit"	"permitto, permittere, permisi, permissus"	"V"	"let through"
"perrexit"	"pergo, pergere, perrexi, perrectus"	"V"	"go on, proceed"
"persecuti"	"persequor, persequi, persecutus sum"	"V"	"follow up, pursue"
"persequebantur"	"persequor, persequi, persecutus sum"	"V"	"follow up, pursue"
"persequentur"	"persequor, persequi, persecutus sum"	"V"	"follow up, pursue"
"perseverarent"	"persevero, perseverare, perseveravi, perseveratus"	"V"	"persist, persevere"
"pertinebat"	"pertineo, pertinere, pertinui, pertentus"	"V"	"reach"
"pertinet"	"pertineo, pertinere, pertinui, pertentus"	"V"	"reach"
"petetis"	"peto, petere, petivi, petitus"	"V"	"attack"
"petieritis"	"peto, petere, petivi, petitus"	"V"	"attack"
"petisses"	"peto, petere, petivi, petitus"	"V"	"attack"
"petistis"	"peto, petere, petivi, petitus"	"V"	"attack"
"petite"	"peto, petere, petivi, petitus"	"V"	"attack"
"petri"	"Petrus, Petri"	"N"	"Peter"
"petro"	"Petrus, Petri"	"N"	"Peter"
"petrum"	"Petrus, Petri"	"N"	"Peter"
"petrus"	"Petrus, Petri"	"N"	"Peter"
"pharisaei"	"pharisaei, pharisaeorum"	"N"	"Pharisees, a school of thought among Jews"
"pharisaeis"	"pharisaei, pharisaeorum"	"N"	"Pharisees, a school of thought among Jews"
"pharisaeos"	"pharisaei, pharisaeorum"	"N"	"Pharisees, a school of thought among Jews"
"philippe"	"Philippus, Philippi"	"N"	"Philip (name of several Macedonian kings)"
"philippum"	"Philippus, Philippi"	"N"	"Philip (name of several Macedonian kings)"
"philippus"	"Philippus, Philippi"	"N"	"Philip (name of several Macedonian kings)"
"pilato"	"Pilatus, Pilati"	"N"	"Pilatus"
"pilatum"	"Pilatus, Pilati"	"N"	"Pilatus"
"pilatus"	"Pilatus, Pilati"	"N"	"Pilatus"
"piscari"	"piscor, piscari, piscatus sum"	"V"	"fish"
"piscem"	"piscis, piscis"	"N"	"fish"
"pisces"	"piscis, piscis"	"N"	"fish"
"piscibus"	"piscis, piscis"	"N"	"fish"
"piscina"	"piscina, piscinae"	"N"	"pool"
"piscinam"	"piscina, piscinae"	"N"	"pool"
"piscium"	"piscis, piscis"	"N"	"fish"
"placita"	"placeo, placere, placui, placitus"	"V"	"please, satisfy, give pleasure to (with dat.)"
"plectentes"	"plecto, plectere, plexi, plectus"	"V"	"plait, twine"
"plenam"	"plenus, plena -um, plenior -or -us, plenissimus -a -um"	"ADJ"	"full, plump"
"plenitudine"	"plenitudo, plenitudinis"	"N"	"fullness, abundance of content"
"plenum"	"plenus, plena -um, plenior -or -us, plenissimus -a -um"	"ADJ"	"full, plump"
"plorabitis"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"plorans"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"plorantem"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"plorantes"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"ploras"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"ploret"	"ploro, plorare, ploravi, ploratus"	"V"	"cry over, cry aloud"
"plura"	"plus, pluris"	"N"	"more, too much, more than enough"
"plures"	"plus, (gen.), pluris"	"ADJ"	"more"
"plus"	"plus, (gen.), pluris"	"ADJ"	"more"
"ponam"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"ponat"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"ponendi"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"pones"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"ponit"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"pono"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"pontifex"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"pontificem"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"pontifices"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"pontifici"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"pontificibus"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"pontificis"	"pontifex, pontificis"	"N"	"high priest/pontiff"
"poposceris"	"posco, poscere, poposci, -"	"V"	"ask, demand"
"populo"	"populus, populi"	"N"	"people, nation, State"
"populum"	"populus, populi"	"N"	"people, nation, State"
"populus"	"populus, populi"	"N"	"people, nation, State"
"porrexero"	"porrigo, porrigere, porrexi, porrectus"	"V"	"stretch out, extend"
"portabat"	"porto, portare, portavi, portatus"	"V"	"carry, bring"
"portans"	"porto, portare, portavi, portatus"	"V"	"carry, bring"
"portare"	"porto, portare, portavi, portatus"	"V"	"carry, bring"
"porticu"	"porticus, porticus"	"N"	"colonnade, covered walk"
"porticus"	"porticus, porticus"	"N"	"colonnade, covered walk"
"poscis"	"posco, poscere, poposci, -"	"V"	"ask, demand"
"posita"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"positae"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"positas"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"positum"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"positus"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"possent"	"possum, posse, potui, -"	"V"	"be able, can"
"possum"	"possum, posse, potui, -"	"V"	"be able, can"
"possumus"	"possum, posse, potui, -"	"V"	"be able, can"
"possunt"	"possum, posse, potui, -"	"V"	"be able, can"
"post"	"post"	"ADV"	"behind, afterwards, after"
"postea"	"postea"	"ADV"	"afterwards"
"postquam"	"postquam"	"CONJ"	"after"
"posuerunt"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"posui"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"posuisti"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"posuistis"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"posuit"	"pono, ponere, posui, positus"	"V"	"put/place/set"
"poterant"	"possum, posse, potui, -"	"V"	"be able, can"
"poterat"	"possum, posse, potui, -"	"V"	"be able, can"
"potes"	"possum, posse, potui, -"	"V"	"be able, can"
"potest"	"possum, posse, potui, -"	"V"	"be able, can"
"potestatem"	"potestas, potestatis"	"N"	"power, rule, force"
"potestis"	"possum, posse, potui, -"	"V"	"be able, can"
"potus"	"poto, potare, potavi, potus"	"V"	"drink"
"praecepta"	"praecipio, praecipere, praecepi, praeceptus"	"V"	"take or receive in advance"
"praeceptum"	"praecipio, praecipere, praecepi, praeceptus"	"V"	"take or receive in advance"
"praecinctus"	"praecingo, praecingere, praecinxi, praecinctus"	"V"	"gird, surround, encircle"
"praecinxit"	"praecingo, praecingere, praecinxi, praecinctus"	"V"	"gird, surround, encircle"
"praecipio"	"praecipio, praecipere, praecepi, praeceptus"	"V"	"take or receive in advance"
"praecucurrit"	"praecurro, praecurrere, praecucurri, praecursus"	"V"	"run before, hasten on before"
"praedium"	"praedium, praedi(i)"	"N"	"farm, estate"
"praeparavero"	"praeparo, praeparare, praeparavi, praeparatus"	"V"	"prepare"
"praestare"	"praesto, praestare, praestiti, praestitus"	"V"	"excel, surpass, be outstanding/superior/best/greater/preferable (to)"
"praeteriens"	"praetereo, praeterire, praeterivi(ii), praeteritus"	"V"	"pass/go by"
"praetorium"	"praetor, praetoris"	"N"	"praetor (official elected by the Romans who served as a judge)"
"prandete"	"prandeo, prandere, prandi, pransus"	"V"	"eat one's morning or midday meal"
"prandissent"	"prandeo, prandere, prandi, pransus"	"V"	"eat one's morning or midday meal"
"prehendere"	"prehendo, prehendere, prehendi, prehensus"	"V"	"catch/capture"
"prendiderunt"	"prendo, prendere, prendidi, prenditus"	"V"	"catch, take hold of"
"prendidistis"	"prendo, prendere, prendidi, prenditus"	"V"	"catch, take hold of"
"pressurae"	"premo, premere, pressi, pressus"	"V"	"press, press hard, pursue"
"pressuram"	"premo, premere, pressi, pressus"	"V"	"press, press hard, pursue"
"pretiosi"	"pretiosus, pretiosa -um, pretiosior -or -us, pretiosissimus -a -um"	"ADJ"	"expensive, costly, of great value, precious"
"prima"	"primus, prima, primum"	"ADJ"	"first, foremost/best, chief, principal"
"primi"	"primus, prima, primum"	"ADJ"	"first, foremost/best, chief, principal"
"primum"	"primus, prima, primum"	"ADJ"	"first, foremost/best, chief, principal"
"primus"	"primus, prima, primum"	"ADJ"	"first, foremost/best, chief, principal"
"princeps"	"princeps, principis"	"N"	"leader/chief, first/leading member/citizen/man"
"principes"	"princeps, principis"	"N"	"leader/chief, first/leading member/citizen/man"
"principibus"	"princeps, principis"	"N"	"leader/chief, first/leading member/citizen/man"
"principio"	"principium, principi(i)"	"N"	"beginning"
"prior"	"prior, prior, prius"	"ADJ"	"ahead, in front, leading"
"priorem"	"prior, prior, prius"	"ADJ"	"ahead, in front, leading"
"prius"	"prior, prior, prius"	"ADJ"	"ahead, in front, leading"
"priusquam"	"priusquam"	"CONJ"	"before"
"pro"	"pro"	"PREP"	"on behalf of"
"probatica"	"probaticus, probatica, probaticum"	"ADJ"	"related to cattle"
"procedent"	"procedo, procedere, processi, processus"	"V"	"proceed"
"procedit"	"procedo, procedere, processi, processus"	"V"	"proceed"
"processerunt"	"procedo, procedere, processi, processus"	"V"	"proceed"
"processi"	"procedo, procedere, processi, processus"	"V"	"proceed"
"processit"	"procedo, procedere, processi, processus"	"V"	"proceed"
"prodest"	"prosum, prodesse, profui, profuturus"	"V"	"be useful, be advantageous, benefit, profit (with DAT)"
"prodigia"	"prodigium, prodigi(i)"	"N"	"portent"
"prodiit"	"prodeo, prodire, prodivi(ii), proditus"	"V"	"go/come forth/out, advance"
"proficitis"	"proficio, proficere, profeci, profectus"	"V"	"make, accomplish, effect"
"prope"	"prope"	"PREP"	"near"
"propheta"	"propheta, prophetae"	"N"	"prophet"
"prophetae"	"propheta, prophetae"	"N"	"prophet"
"prophetavit"	"propheto, prophetare, prophetavi, prophetatus"	"V"	"prophesy, foretell, predict"
"prophetis"	"propheta, prophetae"	"N"	"prophet"
"propria"	"proprius, propria, proprium"	"ADJ"	"own, very own"
"propriae"	"proprius, propria, proprium"	"ADJ"	"own, very own"
"propriam"	"proprius, propria, proprium"	"ADJ"	"own, very own"
"proprias"	"proprius, propria, proprium"	"ADJ"	"own, very own"
"propriis"	"proprius, propria, proprium"	"ADJ"	"own, very own"
"propter"	"propter"	"PREP"	"near"
"propterea"	"propterea"	"ADV"	"therefore, for this reason"
"protestatus"	"protestor, protestari, protestatus sum"	"V"	"testify, testify publicly, bear witness to"
"proverbiis"	"proverbium, proverbi(i)"	"N"	"proverb, saying"
"proverbium"	"proverbium, proverbi(i)"	"N"	"proverb, saying"
"proximo"	"proximus, proxima, proximum"	"ADJ"	"nearest/closest/next"
"proximum"	"proximus, proxima, proximum"	"ADJ"	"nearest/closest/next"
"prunas"	"pruna, prunae"	"N"	"glowing charcoal, a live coal"
"puer"	"puer, pueri"	"N"	"boy, lad, young man"
"pueri"	"puer, pueri"	"N"	"boy, lad, young man"
"puerum"	"puer, pueri"	"N"	"boy, lad, young man"
"pullum"	"pullus, pulli"	"N"	"chicken, young hen"
"pulmentarium"	"pulmentarium, pulmentarii"	"N"	"relish"
"purgat"	"purgo, purgare, purgavi, purgatus"	"V"	"make clean, cleanse"
"puri"	"purus, pura -um, purior -or -us, purissimus -a -um"	"ADJ"	"pure, clean, unsoiled"
"purificatione"	"purificatio, purificationis"	"N"	"purification, purifying"
"purificationem"	"purificatio, purificationis"	"N"	"purification, purifying"
"purpurea"	"purpureus, purpurea, purpureum"	"ADJ"	"purple, dark red"
"purpureum"	"purpureus, purpurea, purpureum"	"ADJ"	"purple, dark red"
"putabant"	"puto, putare, putavi, putatus"	"V"	"think, believe, suppose, hold"
"putantes"	"puto, putare, putavi, putatus"	"V"	"think, believe, suppose, hold"
"putare"	"puto, putare, putavi, putatus"	"V"	"think, believe, suppose, hold"
"putatis"	"puto, putare, putavi, putatus"	"V"	"think, believe, suppose, hold"
"putaverunt"	"puto, putare, putavi, putatus"	"V"	"think, believe, suppose, hold"
"puteum"	"puteus, putei"	"N"	"well"
"puteus"	"puteus, putei"	"N"	"well"
"qua"	"qui, quae, quod"	"PRON"	"anyone/anybody/anything"
"quadraginta"	"quadraginta, quadragesimus -a -um, quadrageni -ae -a, quadragie(n)s"	"NUM"	" 40 - (CARD answers 'how many')"
"quae"	"qui, quae, quod"	"PRON"	"who"
"quaecumque"	"qu"	"PACK"	"(w/-cumque) who/whatever, no matter who/what, in any time/way, however small"
"quaerebant"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaerebat"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaerentes"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaeretis"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaeris"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaerit"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaeritis"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaero"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaerunt"	"quaero, quaerere, quaesivi, quaesitus"	"V"	"search for, seek, strive for"
"quaestio"	"quaestio, quaestionis"	"N"	"questioning, inquiry"
"quam"	"qui, quae, quod"	"PRON"	"who"
"quamdiu"	"quamdiu"	"ADV"	"for how long?"
"quamquam"	"qu"	"PACK"	"(w/-quam) any, anyone (no pl.) (INDEF) anything"
"quando"	"quando"	"ADV"	"when (interog), at what time"
"quantum"	"quantus, quanta, quantum"	"ADJ"	"how great"
"quare"	"quare"	"ADV"	"in what way? how? by which means, whereby"
"quasi"	"quasi"	"ADV"	"as if, just as if, as though"
"quatriduanus"	"quatriduanus, quatriduana, quatriduanum"	"ADJ"	"period of four days"
"quattuor"	"quattuor, quartus -a -um, quaterni -ae -a, -"	"NUM"	" 4 - (CARD answers 'how many')"
"quem"	"qui, quae, quod"	"PRON"	"who"
